Suburb,Actual_Price_2025,Predicted_Price_2025,Prediction_Error,Error_Percent,Absolute_Error,Historical_Growth_Rate,Forecast_Price_2026,Forecast_2026_Lower,Forecast_2026_Upper,Median_Income,Crime_Rate,Education_Rate,Employment_Rate,Risk_Score,Population,Expected_Growth_2026,Value_Gap,Value_Gap_Percent,Value_Category,Value_Score,Growth_Score,Safety_Score,Income_Score,Education_Score,Investment_Score,Price_Category,Crime_Rate_Risk,Crime_Risk_Category,Income_Risk,Employment_Risk,Education_Risk,Economic_Risk,Economic_Risk_Category,Prediction_Error_Abs,Prediction_Uncertainty_Risk,Growth_Risk,Price_Level_Risk,Market_Risk,Market_Risk_Category,Total_Risk_Score,Total_Risk_Category,Risk_Adjusted_Return,Investment_Strategy
ANGLE VALE,853500.0,819882.2032667454,33617.79673325457,3.9388162546285375,33617.79673325457,9.505226480836235,897813.8635633197,836768.4952353451,958859.2318912942,894.0,97.72951628825273,0.3499506416584402,0.6938255887969447,5.224299269246219,4051.0,5.192016820541261,-33617.79673325457,-4.100320338617857,Fairly Valued,45.94073888820604,34.65616265949134,93.34847299407804,50.160771704180064,26.729040797358333,51.3129767655131,Upper-Mid ($750k-$1M),6.220427527494601,Very Low Crime Risk,49.839228295819936,15.60549304923319,73.27095920264168,44.25545390320826,Moderate Economic Risk,33617.79673325457,6.812286296857277,40,5.259670338772468,18.039832103436027,Very Low Market Risk,27.601821630539717,Low Risk,0.1815274875708428,Low Risk / Low Return (SAFE)
ASCOT PARK,1050833.0,1050102.841930239,730.1580697610043,0.06948374001968,730.1580697610043,18.90780086285267,1248654.196137565,1187608.8278095904,1309699.5644655395,783.0,66.03510727222067,0.5592086932293118,0.6231319038336582,4.535891316431874,3588.0,18.82517927563799,-730.1580697610043,-0.069532053490958,Fairly Valued,53.85238543830109,54.10297217447432,94.33276995003372,38.2636655948553,68.74387726124964,61.16195023046891,Premium (>$1M),4.036987594902678,Very Low Crime Risk,61.736334405144696,24.860441543572463,31.256122738750364,44.577524213394156,Moderate Economic Risk,730.1580697610043,0.12000781710967778,20,8.528667274082665,9.180169945364536,Very Low Market Risk,25.33589237424079,Low Risk,0.7148107612275538,Low Risk / Low Return (SAFE)
ATHELSTONE,1092500.0,1084666.7984756527,7833.2015243473,0.7169978511988375,7833.2015243473,16.928571428571427,1268285.3922176023,1207240.0238896278,1329330.760545577,829.0,15.621745469693815,0.5169756300770673,0.6368944099378882,1.6847943028193628,9601.0,16.090196083991064,-7833.2015243473,-0.7221758364279028,Fairly Valued,52.571373743202464,50.20169854630346,98.40931511509206,43.19399785637727,60.264321858767126,60.50923164688832,Premium (>$1M),0.5639918611705186,Very Low Crime Risk,56.80600214362273,23.05870656238106,39.735678141232874,43.26774866877226,Moderate Economic Risk,7833.2015243473,1.5654002740818482,20,9.21891824732875,9.930889671464927,Very Low Market Risk,23.78924982703027,Low Risk,0.6490795887839359,Low Risk / Low Return (SAFE)
ATHOL PARK,862000.0,827157.7743168443,34842.2256831557,4.04202154096934,34842.2256831557,19.452054794520546,988056.9578140934,927011.5894861188,1049102.326142068,650.0,77.5691699604743,0.458498023715415,0.5712538226299694,5.5121015026533255,2023.0,14.623777008595528,-34842.2256831557,-4.212282924129215,Fairly Valued,45.72097830026616,48.10994818960663,92.9369686511928,24.008574490889604,48.5231866926848,52.78477911062198,Upper-Mid ($750k-$1M),4.831573575219038,Very Low Crime Risk,75.9914255091104,31.652122720959625,51.476813307315204,57.78671223230613,Moderate Economic Risk,34842.2256831557,7.061444334478846,20,5.400480410834092,11.174697836500062,Very Low Market Risk,32.57776775601879,Low Risk,0.4355196305738409,Low Risk / Low Return (SAFE)
AULDANA,2025000.0,1871633.5332786315,153366.46672136872,7.573652677598456,153366.46672136872,-2.526132404181185,1824353.5921069584,1763308.223778984,1885398.9604349327,1048.0,15.873015873015872,0.6111111111111112,0.5877862595419847,1.6069113826030574,629.0,-9.908464587310686,-153366.46672136872,-8.194257262141976,Overvalued,37.90514395090294,13.11631917194778,98.5206733888837,66.66666666666666,79.16484593134066,52.27124224916863,Premium (>$1M),0.5813019751472247,Very Low Crime Risk,33.33333333333334,29.487758928266175,20.835154068659335,29.68002515887839,Low Economic Risk,153366.46672136872,31.179844434420563,80,24.666611447030565,46.638590635525865,Moderate Market Risk,24.342121299088536,Low Risk,-0.3909879709899051,Low Risk / Low Return (SAFE)
BALHANNAH,978500.0,1016757.3618533504,-38257.361853350536,-3.909796816898369,38257.361853350536,,,,,843.0,18.782014797951053,0.4530449630051223,0.6089074460681977,1.327192814869244,1756.0,,38257.361853350536,3.762683535786239,Fairly Valued,61.374272747043946,50.0,98.9206195743092,44.69453376205787,47.42832103637804,62.1434179069215,Upper-Mid ($750k-$1M),0.7817040212417768,Very Low Crime Risk,55.30546623794213,26.722653480149404,52.57167896362197,46.183864955740276,Moderate Economic Risk,38257.361853350536,7.756387578384419,50,7.330406692619896,22.435156704508742,Low Market Risk,27.81347502514442,Low Risk,,Unknown Growth
BANKSIA PARK,845000.0,782698.0253053866,62301.97469461337,7.373014756758979,62301.97469461337,14.15110213696786,893458.4222903824,832413.0539624079,954503.790618357,794.0,21.51180161338512,0.4263519569763968,0.6146449704142012,1.8788320537042928,3346.0,5.734724531406206,-62301.97469461337,-7.959899307310109,Overvalued,38.36514263445435,35.43029951220357,98.13187676366728,39.442658092175776,42.068898664777,50.11678160142473,Upper-Mid ($750k-$1M),0.9697600767204183,Very Low Crime Risk,60.557341907824224,25.971518603889137,57.93110133522299,49.65634680212345,Moderate Economic Risk,62301.97469461337,12.649206023573232,40,5.1188602667108425,20.339397476107003,Low Market Risk,29.186980919299252,Low Risk,0.18997343744766013,Low Risk / Low Return (SAFE)
BEAUMONT,1620000.0,1679077.8610745028,-59077.86107450281,-3.646781547808816,59077.86107450281,9.947643979057592,1846106.5488253692,1785061.1804973949,1907151.917153344,1096.0,20.13177159590044,0.6277452415812591,0.6013363028953229,1.7822824975103542,2731.0,13.957194371936383,59077.86107450281,3.518470610808765,Fairly Valued,60.8949306906735,47.1591119031763,98.26992489903824,71.81136120042872,82.50464703421771,68.73441104628985,Premium (>$1M),0.8746892821576485,Very Low Crime Risk,28.18863879957128,27.713838762747343,17.49535296578229,25.9075416217663,Low Economic Risk,59077.86107450281,11.993133800909282,20,17.957425660564898,16.286609935504938,Very Low Market Risk,16.473499582631433,Very Low Risk,0.7987635393776391,Low Risk / Low Return (SAFE)
BEDFORD PARK,987500.0,1019205.0899395926,-31705.08993959264,-3.210642019199254,31705.08993959264,20.54673721340388,1228618.4814351173,1167573.1131071427,1289663.849763092,470.0,101.96494954859268,0.6744556558682953,0.4856486796785304,7.708545698811872,1882.0,24.41706141115112,31705.08993959264,3.110766444609472,Fairly Valued,60.09468740529129,62.07942423229501,89.796456797187,4.715969989281887,91.88316510173286,61.40326564766411,Upper-Mid ($750k-$1M),6.512208141159818,Very Low Crime Risk,95.28403001071811,42.859222609408945,8.116834898267143,62.12314876783516,High Economic Risk,31705.08993959264,6.423071168210792,20,7.479499710096911,11.439103394808544,Very Low Market Risk,35.30305750522724,Low Risk,0.6725896684496984,Low Risk / High Return (BEST)
BELAIR,1330000.0,1343240.1534587615,-13240.15345876175,-0.9955002600572744,13240.15345876175,14.611624117327535,1539509.3556751695,1478463.987347195,1600554.724003144,977.0,23.09811400720492,0.5838101292646747,0.5945809065586224,1.8953292200384475,4718.0,15.75258313347139,13240.15345876175,0.9856877360812332,Fairly Valued,55.923574847719046,49.72011587902635,98.10828884528512,59.05680600214362,73.68335416091189,65.05561550954206,Premium (>$1M),1.0790417429120682,Very Low Crime Risk,40.943193997856376,28.59822957060352,26.31664583908811,34.314395037926865,Low Economic Risk,13240.15345876175,2.6656564658368955,20,13.153317319638862,11.354591916244473,Very Low Market Risk,19.751828425085947,Very Low Risk,0.7590937439724013,Low Risk / Low Return (SAFE)
BELLEVUE HEIGHTS,1178000.0,1163173.0779044165,14826.92209558352,1.2586521303551377,14826.92209558352,17.51130305688643,1366859.8406523727,1305814.472324398,1427905.2089803473,764.0,11.057869517139697,0.5399926280869886,0.5167318557149065,1.6147092935669916,2712.0,16.03224453755286,-14826.92209558352,-1.2746961202279403,Fairly Valued,51.48688483235746,50.11903447709762,98.50952380818342,36.227224008574495,64.88567525481092,59.6003799573856,Premium (>$1M),0.2495847050957021,Very Low Crime Risk,63.772775991425505,38.78993136498535,35.11432474518908,50.54623235424617,Moderate Economic Risk,14826.92209558352,2.9885467076446277,20,10.635301913360392,10.854244161397949,Very Low Market Risk,27.518840420931387,Low Risk,0.5621632682437538,Low Risk / Low Return (SAFE)
BEULAH PARK,1450000.0,1454580.5785155408,-4580.578515540808,-0.3159019665890212,4580.578515540808,8.278867102396514,1575003.3715081129,1513958.0031801383,1636048.7398360877,1082.0,27.46566791510612,0.6067415730337079,0.7068965517241379,1.8359469388861132,1601.0,8.620922172973302,4580.578515540808,0.3149071686503251,Fairly Valued,54.60696420315416,39.54727060698909,98.19319460260095,70.31082529474813,78.28752997447931,64.28292262487386,Premium (>$1M),1.3799241984087338,Very Low Crime Risk,29.689174705251872,13.894292271887721,21.712470025520687,23.35536903929639,Low Economic Risk,4580.578515540808,0.9035266994147131,40,15.141224219332393,18.146716734598982,Very Low Market Risk,15.721005126090612,Very Low Risk,0.5155743992639324,Low Risk / Low Return (SAFE)
BEVERLEY,1140000.0,1151332.528371422,-11332.528371422086,-0.9940814360896568,11332.528371422086,18.44938980617373,1363746.3544959414,1302700.9861679669,1424791.722823916,816.0,86.13046231792273,0.4819506016466118,0.6453576864535768,5.83495499106745,1578.0,19.62687320139837,11332.528371422086,0.9842967250697002,Fairly Valued,55.92084456602424,55.246535827803534,92.47534745032416,41.80064308681672,53.23199583545835,60.67625286339133,Premium (>$1M),5.4213642729535,Very Low Crime Risk,58.19935691318328,21.95072657397435,46.768004164541644,45.03849726169227,Moderate Economic Risk,11332.528371422086,2.2774754094206746,20,10.005798061790774,10.412439679215964,Very Low Market Risk,26.22814584857538,Low Risk,0.7208303242736332,Low Risk / Low Return (SAFE)
BIRDWOOD,777000.0,785529.9961509141,-8529.996150914114,-1.097811602434249,8529.996150914114,,,,,776.0,21.060275962236744,0.420479302832244,0.6360360360360361,1.7370580116085474,1376.0,,8529.996150914114,1.085890569769579,Fairly Valued,56.12025335013144,50.0,98.33458760902847,37.51339764201501,40.88978702905575,58.71898187605296,Upper-Mid ($750k-$1M),0.9386543022979248,Very Low Crime Risk,62.48660235798499,23.17108161051516,59.11021297094424,50.0166682563359,Moderate Economic Risk,8529.996150914114,1.7071904382189016,50,3.9923796902178412,19.180971097842022,Very Low Market Risk,29.126124638425733,Low Risk,,Unknown Growth
BIRKENHEAD,840000.0,802022.3673737587,37977.632626241306,4.521146741219203,37977.632626241306,14.56043956043956,918800.3494364212,857754.9811084467,979845.717764396,858.0,58.92162312395775,0.4408004446914952,0.6579826319305278,4.012855870056324,1798.0,9.380993980526345,-37977.632626241306,-4.735233600853299,Fairly Valued,44.69452872645935,40.63146304640853,95.08061459014812,46.30225080385852,44.96986636443472,54.02467155459181,Upper-Mid ($750k-$1M),3.5469369572233207,Very Low Crime Risk,53.69774919614148,20.29791670568551,55.03013363556529,43.94427633688945,Moderate Economic Risk,37977.632626241306,7.69946570856293,40,5.036030812556945,18.338793986564408,Very Low Market Risk,26.703978052924604,Low Risk,0.338615413375121,Low Risk / Low Return (SAFE)
BLACK FOREST,1485500.0,1557032.4498874992,-71532.44988749921,-4.815378652810449,71532.44988749921,10.505674232309747,1720609.2067640314,1659563.8384360569,1781654.575092006,894.0,47.90721129601614,0.5809379727685325,0.6403091557669441,3.541704946091062,1982.0,15.826940879436648,71532.44988749921,4.59415279962005,Fairly Valued,63.006283775009344,49.82618231273259,95.7542738910885,50.160771704180064,73.10668251278061,65.34406949580872,Premium (>$1M),2.788149922987232,Very Low Crime Risk,49.839228295819936,22.611661019549544,26.89331748721939,37.08177595121871,Low Economic Risk,71532.44988749921,14.527507811161408,20,15.729313343825064,16.74333146042083,Very Low Market Risk,22.725999244589694,Low Risk,0.6670716253624475,Low Risk / Low Return (SAFE)
BLACKWOOD,1290000.0,1302704.208098399,-12704.208098398987,-0.984822333209224,12704.208098398987,22.75664034458004,1599155.9194890612,1538110.551161087,1660201.2878170358,869.0,29.76329974220764,0.5345676119053199,0.6001129624399887,2.1267462522730574,4266.0,23.965575154190795,12704.208098398987,0.9752181669040392,Fairly Valued,55.90302513758733,61.43540878344677,97.7774049857167,47.48124330117899,63.79644037961387,65.18707126741947,Premium (>$1M),1.5382089318186538,Very Low Crime Risk,52.51875669882101,27.87399384464807,36.20355962038613,41.86228842688215,Moderate Economic Risk,12704.208098398987,2.556597386278908,20,12.490681686407687,11.145309376113484,Very Low Market Risk,23.62166876820937,Low Risk,0.9733529997420117,Low Risk / High Return (BEST)
BLAIR ATHOL,970000.0,951438.4273150164,18561.572684983723,1.913564194328219,18561.572684983723,13.765182186234815,1082405.6602247756,1021360.291896801,1143451.02855275,640.0,141.99052132701422,0.4464454976303317,0.53701989819528,9.278709539101069,5274.0,11.588212394306757,-18561.572684983723,-1.9508958385636117,Fairly Valued,50.159637457821326,43.77991493291148,87.55141084437668,22.936763129689176,46.10328022485623,51.553994631388605,Upper-Mid ($750k-$1M),9.269585055858668,Very Low Crime Risk,77.06323687031082,36.13389796816446,53.89671977514378,60.151131780633506,High Economic Risk,18561.572684983723,3.7485076773132446,20,7.189596620558271,10.296802226064866,Very Low Market Risk,34.91580185228733,Low Risk,0.32264941325732227,Low Risk / Low Return (SAFE)
BLAKEVIEW,677500.0,644580.8463012108,32919.15369878919,4.858915675098036,32919.15369878919,13.367346938775508,730744.2043271889,669698.8359992143,791789.5726551635,855.0,59.354120267260576,0.3700445434298441,0.6547565877623939,4.273712295334964,8979.0,7.858923147924561,-32919.15369878919,-5.107063588328556,Overvalued,43.96469941528333,38.46032911857561,94.7076378046628,45.98070739549839,30.763494862611356,51.71947526074736,Mid-Range ($500k-$750k),3.5767318504785206,Very Low Crime Risk,54.01929260450161,20.720258144415837,69.23650513738865,47.07302477305329,Moderate Economic Risk,32919.15369878919,6.670120001720734,40,2.3440735525552885,17.254066388827116,Very Low Market Risk,28.060345219435625,Low Risk,0.2704346107584605,Low Risk / Low Return (SAFE)
BOWDEN,1455000.0,1363910.4710161004,91089.52898389964,6.260448727415782,91089.52898389964,,,,,1056.0,122.71973466003315,0.6838032061912659,0.6662686567164179,6.879409245667488,1808.0,,-91089.52898389964,-6.678556321665219,Overvalued,40.88016751166562,50.0,90.98196966577814,67.52411575562701,93.75996647309894,62.46505819730925,Premium (>$1M),7.9420132080964105,Very Low Crime Risk,32.47588424437299,19.21314183992405,6.240033526901058,23.249891379543925,Low Economic Risk,91089.52898389964,18.507161714037846,50,15.224053673486292,28.708878103986713,Low Market Risk,19.749325272998227,Very Low Risk,,Unknown Growth
BRADBURY,2392600.0,2088802.9677046807,303797.0322953188,12.697359871910004,303797.0322953188,,,,,907.0,11.1731843575419,0.5083798882681564,0.5761589403973509,0.8402701519208763,178.0,,-303797.0322953188,-14.54407318413338,Significantly Overvalued,25.44170115031428,50.0,99.61682956573436,51.554126473740624,58.53846861834875,53.642842091137126,Premium (>$1M),0.25752878845839466,Very Low Crime Risk,48.445873526259376,31.009963349590592,41.46153138165125,41.818232044337115,Moderate Economic Risk,303797.0322953188,61.790836211227706,50,30.75623291642508,49.90539271359736,Moderate Market Risk,30.96745320142555,Low Risk,,Unknown Growth
BRAHMA LODGE,780000.0,753378.6713519294,26621.32864807057,3.41299085231674,26621.32864807057,29.156223893066,973035.443533904,911990.0752059292,1034080.8118618784,521.0,69.50606329488316,0.3179532682638272,0.4676877101232723,5.903272155942803,3380.0,24.74813378639794,-26621.32864807057,-3.533592024884233,Fairly Valued,47.05311537414957,62.551677199154575,92.37766645005182,10.182207931404074,20.304607422600363,51.78717913401452,Upper-Mid ($750k-$1M),4.2761030799182915,Very Low Crime Risk,89.81779206859592,45.2106044652089,79.69539257739964,74.41115588934056,High Economic Risk,26621.32864807057,5.3885807739462575,20,4.042077362710179,10.165951650256048,Very Low Market Risk,40.52159919869698,Moderate Risk,0.5960303616430693,High Risk / High Return (AGGRESSIVE)
BRIDGEWATER,1072500.0,1051134.39057234,21365.609427660005,1.992131415166434,21365.609427660005,12.653061224489797,1184135.0685631258,1123089.7002351512,1245180.4368911004,962.0,11.827956989247312,0.5172043010752688,0.6854589205912685,1.2618454274553568,3719.0,10.40886420169005,-21365.609427660005,-2.032623955536883,Fairly Valued,49.99922119952186,42.097652308286,99.01405433817004,57.449088960342976,60.31023442710727,59.97537709132424,Premium (>$1M),0.3026363249362238,Very Low Crime Risk,42.550911039657024,16.700825444948208,39.68976557289273,34.22365626789152,Low Economic Risk,21365.609427660005,4.319098802490751,20,8.887600430713162,10.949539628674591,Very Low Market Risk,19.392526957161547,Very Low Risk,0.5104254231736893,Low Risk / Low Return (SAFE)
BRIGHTON,1428000.0,1460976.8954301537,-32976.8954301537,-2.309306402671828,32976.8954301537,8.948909860071591,1591718.4008786706,1530673.032550696,1652763.7692066452,875.0,89.4393741851369,0.5340286831812255,0.5628201265441398,4.91452153198177,3834.0,11.464874011111387,32976.8954301537,2.257181173316526,Fairly Valued,58.41926699391532,43.60398084191929,93.79139827198294,48.12433011789925,63.6882342578492,60.772527906520814,Premium (>$1M),5.649316474259672,Very Low Crime Risk,51.87566988210075,32.75623015193878,36.311765742150804,43.027057135062165,Moderate Economic Risk,32976.8954301537,6.681869819035013,20,14.776774621055248,13.366941582877816,Very Low Market Risk,25.881711826384546,Low Risk,0.4264934497161952,Low Risk / Low Return (SAFE)
BROADVIEW,1173000.0,1184443.5450382575,-11443.545038257493,-0.9755792871489763,11443.545038257493,13.412042502951596,1343301.616722255,1282256.2483942804,1404346.9850502296,897.0,63.80588631768141,0.5493147607279263,0.6579514824797844,4.188390998827759,4450.0,14.518466898742968,11443.545038257493,0.9661536918492696,Fairly Valued,55.885233351533934,47.9597302447204,94.82963159059582,50.482315112540185,66.75737326338695,61.96951347797917,Premium (>$1M),3.8834157126110846,Very Low Crime Risk,49.517684887459815,20.30199467336263,33.24262673661305,37.4979661930613,Low Economic Risk,11443.545038257493,2.300066099435176,20,10.552472459206493,10.558144554575694,Very Low Market Risk,22.025636721229116,Low Risk,0.630534871826466,Low Risk / Low Return (SAFE)
BROMPTON,1160000.0,1135790.1819619895,24209.81803801027,2.087053279138817,24209.81803801027,17.099567099567096,1330005.3862368756,1268960.017908901,1391050.75456485,856.0,128.686327077748,0.5973190348525469,0.6155001501952538,7.49713782574053,3729.0,14.655636744558237,-24209.81803801027,-2.13153964724274,Fairly Valued,49.80506910427972,48.15539400736938,90.09873123355642,46.08788853161844,76.39567253920077,59.55286601350039,Premium (>$1M),8.353054036772185,Very Low Crime Risk,53.91211146838156,25.859561717907695,23.604327460799226,39.43478974172294,Low Economic Risk,24209.81803801027,4.897864467904381,20,10.337115878406362,11.543424756763343,Very Low Market Risk,24.531996033245793,Low Risk,0.5740106149740427,Low Risk / Low Return (SAFE)
BROOKLYN PARK,1165000.0,1170467.6804994904,-5467.680499490351,-0.469328798239515,5467.680499490351,17.719780219780223,1377871.9810275594,1316826.6126995848,1438917.349355534,782.0,62.28922832771276,0.5338226542352708,0.630586592178771,4.235252795417972,5040.0,18.27227304957591,5467.680499490351,0.4671363926218834,Fairly Valued,54.9057603019476,53.314287810645176,94.76262782699057,38.156484458735264,63.64686776128604,60.840985053582585,Premium (>$1M),3.778932564882819,Very Low Crime Risk,61.843515541264736,23.884502084323728,36.35313223871396,45.357734843672276,Moderate Economic Risk,5467.680499490351,1.0840423508201424,20,10.419945332560259,10.038603273468121,Very Low Market Risk,25.820267845994607,Low Risk,0.6812860018586552,Low Risk / Low Return (SAFE)
