Suburb,G01_Population_Total,Current_Price_2025,Indian_Population,Indian_Percent,Chinese_Population,Chinese_Percent,Vietnamese_Population,Vietnamese_Percent,Italian_Population,Italian_Percent,Greek_Population,Greek_Percent,Cultural_Diversity_Index
HAWTHORNDENE,3389.0,1211740.0,6.0,0.17704337562702863,39.0,1.150781941575686,5.0,0.14753614635585718,32.0,0.9442313366774859,0.0,0.0,0.9997731016834445
HAZELWOOD PARK,1953.0,1828000.0,49.0,2.5089605734767026,259.0,13.261648745519713,20.0,1.0240655401945724,80.0,4.09626216077829,27.0,1.3824884792626728,0.9798094441075463
HEATHFIELD,1062.0,875000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0357815442561207,3.0,0.2824858757062147,0.9998847358322605
HEATHPOOL,596.0,1880000.0,17.0,2.8523489932885906,35.0,5.87248322147651,21.0,3.523489932885906,18.0,3.0201342281879198,7.0,1.174496644295302,0.9934462411603081
HECTORVILLE,4241.0,1210000.0,285.0,6.720113180853573,465.0,10.964395189813724,33.0,0.778118368309361,751.0,17.70808771516152,80.0,1.886347559537845,0.9516881971119778
HENDON,1271.0,880000.0,31.0,2.4390243902439024,5.0,0.3933910306845004,17.0,1.3375295043273014,83.0,6.530291109362707,42.0,3.304484657749803,0.9938543097519501
HENLEY BEACH,6259.0,1590000.0,56.0,0.8947116152740054,53.0,0.8467806358843265,29.0,0.46333280076689565,308.0,4.92091388400703,134.0,2.140917079405656,0.9969468857001215
HENLEY BEACH SOUTH,2799.0,1750000.0,34.0,1.2147195426938193,36.0,1.2861736334405145,9.0,0.3215434083601286,107.0,3.8227938549481957,56.0,2.000714540907467,0.9978150212122152
HIGHBURY,6956.0,1051500.0,143.0,2.0557791834387578,149.0,2.1420356526739504,10.0,0.14376078205865442,456.0,6.55549166187464,72.0,1.0350776308223115,0.9947118931418418
HIGHGATE,1504.0,2432500.0,20.0,1.3297872340425532,176.0,11.702127659574469,6.0,0.39893617021276595,32.0,2.127659574468085,19.0,1.2632978723404253,0.985500986730421
HILLBANK,5013.0,780000.0,44.0,0.8777179333732297,28.0,0.5585477757829643,17.0,0.33911829243965685,74.0,1.4761619788549771,15.0,0.2992220227408737,0.9996534046388625
HILLCREST,3659.0,921250.0,568.0,15.523367040174913,309.0,8.44493030882755,30.0,0.8198961464881116,75.0,2.0497403662202784,22.0,0.6012571740912818,0.9682473052365722
HILLIER,814.0,772500.0,0.0,0.0,0.0,0.0,17.0,2.0884520884520885,24.0,2.9484029484029484,3.0,0.36855036855036855,0.998680945855393
HILTON,908.0,1222000.0,40.0,4.405286343612335,59.0,6.497797356828194,15.0,1.6519823788546255,24.0,2.643171806167401,81.0,8.920704845814978,0.9849077703817268
HINDMARSH,232.0,,9.0,3.8793103448275863,15.0,6.4655172413793105,0.0,0.0,13.0,5.603448275862069,4.0,1.7241379310344827,0.9908776753864447
HOLDEN HILL,3716.0,882000.0,362.0,9.741657696447794,115.0,3.0947255113024754,22.0,0.5920344456404736,145.0,3.9020452099031218,39.0,1.0495156081808394,0.9878844834718166
HOPE VALLEY,8184.0,892600.0,256.0,3.1280547409579667,140.0,1.7106549364613879,17.0,0.20772238514173996,359.0,4.386608015640274,65.0,0.7942326490713587,0.9967372649252911
HOVE,3189.0,1875000.0,34.0,1.066164941988084,45.0,1.4111006585136407,7.0,0.21950454687989968,44.0,1.3797428661022264,13.0,0.40765130134838506,0.9994754035041866
HUNTFIELD HEIGHTS,4199.0,735275.0,22.0,0.523934270064301,28.0,0.6668254346272922,3.0,0.0714455822814956,27.0,0.6430102405334603,5.0,0.11907597046915933,0.9998848090992984
HYDE PARK,1660.0,2366000.0,33.0,1.9879518072289155,78.0,4.698795180722891,11.0,0.6626506024096386,52.0,3.132530120481928,53.0,3.1927710843373496,0.995352373348817
INGLE FARM,9543.0,835000.0,617.0,6.465472073771352,145.0,1.5194383317615006,127.0,1.330818400922142,156.0,1.634706067274442,71.0,0.7440008383108038,0.9950892099229233
INGLEWOOD,378.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5873015873015872,4.0,1.0582010582010581,0.9996360684191372
IRONBANK,537.0,,0.0,0.0,4.0,0.74487895716946,3.0,0.5586592178770949,4.0,0.74487895716946,0.0,0.0,0.9998578210556613
JOSLIN,1243.0,2000000.0,35.0,2.815768302493966,74.0,5.953338696701529,16.0,1.2872083668543846,109.0,8.769106999195495,26.0,2.091713596138375,0.9873699798517717
KANGARILLA,905.0,,7.0,0.7734806629834254,0.0,0.0,0.0,0.0,8.0,0.8839779005524863,0.0,0.0,0.9998620310735326
KANMANTOO,686.0,,0.0,0.0,3.0,0.43731778425655976,0.0,0.0,4.0,0.5830903790087464,0.0,0.0,0.9999468758765481
KENSINGTON,1808.0,1505000.0,94.0,5.199115044247788,88.0,4.867256637168142,15.0,0.8296460176991152,75.0,4.148230088495575,14.0,0.7743362831858407,0.9930783293523376
KENSINGTON GARDENS,2498.0,2351500.0,52.0,2.0816653322658127,262.0,10.488390712570055,22.0,0.8807045636509208,106.0,4.2433947157726175,36.0,1.4411529223378703,0.9864801368717071
KENSINGTON PARK,2627.0,2010000.0,73.0,2.77883517320137,327.0,12.447658926532167,30.0,1.1419870574800153,136.0,5.1770079939094025,45.0,1.712980586220023,0.9806294013631682
KENT TOWN,1443.0,,49.0,3.3957033957033955,120.0,8.316008316008316,5.0,0.3465003465003465,28.0,1.9404019404019404,22.0,1.5246015246015245,0.9913103572147232
KERSBROOK,1116.0,955000.0,0.0,0.0,5.0,0.4480286738351254,0.0,0.0,9.0,0.8064516129032258,0.0,0.0,0.9999148906103468
KESWICK,754.0,1389000.0,62.0,8.222811671087534,53.0,7.029177718832891,3.0,0.3978779840848806,11.0,1.4588859416445623,23.0,3.050397877984085,0.9871384446523932
KIDMAN PARK,3874.0,1175000.0,86.0,2.219927723283428,134.0,3.4589571502323184,25.0,0.6453278265358803,515.0,13.293753226639133,201.0,5.1884357253484765,0.9779047348205702
KILBURN,5633.0,973000.0,346.0,6.1423752884786085,293.0,5.201491212497781,345.0,6.124622758743121,91.0,1.6154802059293447,94.0,1.668737795135807,0.9892310248920217
KILKENNY,1846.0,986500.0,55.0,2.9794149512459374,59.0,3.1960996749729147,135.0,7.313109425785481,120.0,6.500541711809317,68.0,3.683640303358613,0.9871600215510917
KINGS PARK,574.0,1703250.0,11.0,1.9163763066202089,24.0,4.181184668989547,0.0,0.0,12.0,2.0905923344947737,9.0,1.5679442508710801,0.9972016171132343
KINGSTON PARK,623.0,1600000.0,0.0,0.0,8.0,1.2841091492776886,0.0,0.0,8.0,1.2841091492776886,9.0,1.4446227929373996,0.9994615192371609
KINGSWOOD,2554.0,1470000.0,35.0,1.370399373531715,108.0,4.22866092404072,3.0,0.11746280344557558,71.0,2.779953014878622,52.0,2.0360219263899766,0.9968353110786649
KLEMZIG,6713.0,1063000.0,709.0,10.561596901534337,606.0,9.027260539252199,66.0,0.9831669894235066,431.0,6.420378370326232,83.0,1.2364069715477433,0.9763244660099424
KURRALTA PARK,3139.0,1220000.0,192.0,6.116597642561325,289.0,9.206753743230328,28.0,0.8920038228735266,65.0,2.0707231602421152,74.0,2.3574386747371774,0.9867181836458997
LARGS BAY,4104.0,1315000.0,5.0,0.12183235867446393,9.0,0.21929824561403508,10.0,0.24366471734892786,82.0,1.9980506822612085,28.0,0.682261208576998,0.9995420005775756
LARGS NORTH,4005.0,895000.0,16.0,0.3995006242197253,22.0,0.5493133583021224,9.0,0.22471910112359553,47.0,1.1735330836454432,26.0,0.6491885143570537,0.9997689529785646
LEABROOK,1605.0,3600000.0,42.0,2.6168224299065423,104.0,6.4797507788162,13.0,0.809968847352025,55.0,3.4267912772585665,11.0,0.6853582554517134,0.9938296406284877
LEAWOOD GARDENS,57.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LENSWOOD,534.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.1235955056179776,0.0,0.0,0.9998737533139755
LIGHTSVIEW,6090.0,850000.0,528.0,8.669950738916256,975.0,16.00985221674877,165.0,2.70935960591133,148.0,2.4302134646962235,34.0,0.5582922824302134,0.9654958328951874
LINDEN PARK,2367.0,1660000.0,139.0,5.8724123362906635,497.0,20.997042670046472,10.0,0.42247570764681025,64.0,2.703844528939586,30.0,1.2674271229404308,0.9515543339992636
LITTLEHAMPTON,3300.0,,6.0,0.18181818181818182,15.0,0.45454545454545453,0.0,0.0,31.0,0.9393939393939393,0.0,0.0,0.9998877869605143
LOBETHAL,2534.0,820000.0,0.0,0.0,0.0,0.0,30.0,1.1838989739542225,25.0,0.9865824782951855,4.0,0.15785319652722968,0.9997600120601338
LOCKLEYS,5987.0,1400000.0,107.0,1.7872056121596793,139.0,2.321697010188742,39.0,0.6514113913479205,540.0,9.019542341740436,271.0,4.526474027058628,0.9889150171119883
LONGWOOD,325.0,1237500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8461538461538463,0.0,0.0,0.9996591715976332
LOWER MITCHAM,2187.0,2225000.0,21.0,0.9602194787379973,86.0,3.9323273891175123,8.0,0.36579789666209417,55.0,2.5148605395518975,32.0,1.4631915866483767,0.9975015518603612
LYNTON,222.0,1160000.0,0.0,0.0,9.0,4.054054054054054,0.0,0.0,4.0,1.8018018018018018,3.0,1.3513513513513513,0.9978492005519033
MACCLESFIELD,1413.0,,3.0,0.21231422505307856,0.0,0.0,0.0,0.0,4.0,0.28308563340410475,0.0,0.0,0.9999874785194001
MAGILL,9693.0,1332250.0,441.0,4.549675023212628,1290.0,13.308573197152585,72.0,0.7428040854224698,651.0,6.716186939028165,156.0,1.6094088517486844,0.9753933214877807
MALVERN,2713.0,1875000.0,40.0,1.474382602285293,189.0,6.966457795798009,12.0,0.44231478068558794,103.0,3.7965352008846294,93.0,3.427939550313306,0.9922934570264073
MANNINGHAM,1391.0,1875000.0,81.0,5.823148813803019,38.0,2.7318475916606757,27.0,1.9410496046010064,71.0,5.104241552839683,36.0,2.5880661394680087,0.9922108904888725
MANSFIELD PARK,4608.0,875000.0,297.0,6.4453125,369.0,8.0078125,1145.0,24.84809027777778,50.0,1.0850694444444444,23.0,0.4991319444444444,0.9275478786892362
MARBLE HILL,69.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.797101449275362,0.0,0.0,0.9966393614786809
MARDEN,2645.0,1370000.0,130.0,4.914933837429111,289.0,10.926275992438564,45.0,1.7013232514177694,206.0,7.7882797731569005,31.0,1.172022684310019,0.9791534478507438
MARINO,2277.0,1255000.0,15.0,0.6587615283267457,12.0,0.5270092226613966,0.0,0.0,46.0,2.0202020202020203,24.0,1.0540184453227932,0.9994096123442517
MARION,4101.0,1075000.0,124.0,3.023652767617654,229.0,5.584003901487442,18.0,0.43891733723482074,72.0,1.755669348939283,42.0,1.024140453547915,0.9955352537408727
MARLESTON,1950.0,1132500.0,153.0,7.846153846153846,154.0,7.897435897435898,25.0,1.282051282051282,62.0,3.1794871794871797,89.0,4.564102564102565,0.9843484549638396
MARRYATVILLE,648.0,1100000.0,23.0,3.5493827160493825,75.0,11.574074074074074,23.0,3.5493827160493825,11.0,1.6975308641975309,4.0,0.6172839506172839,0.9837581923487273
MASLIN BEACH,1213.0,952200.0,3.0,0.24732069249793898,0.0,0.0,0.0,0.0,9.0,0.741962077493817,0.0,0.0,0.9999388324750623
MAWSON LAKES,13794.0,852000.0,1028.0,7.452515586486879,1205.0,8.735682180658257,681.0,4.936929099608525,212.0,1.536900101493403,96.0,0.6959547629404089,0.9840928184383109
MAYLANDS,1508.0,1600000.0,17.0,1.1273209549071617,58.0,3.8461538461538463,19.0,1.259946949602122,138.0,9.151193633952255,33.0,2.1883289124668437,0.9893815653385305
MCLAREN FLAT,1625.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.4769230769230768,0.0,0.0,0.9997818698224852
MCLAREN VALE,4061.0,1015000.0,12.0,0.2954937207584339,14.0,0.3447426742181729,0.0,0.0,85.0,2.093080522038907,12.0,0.2954937207584339,0.9995325533338819
MEADOWS,1717.0,,0.0,0.0,4.0,0.23296447291788003,0.0,0.0,8.0,0.46592894583576006,0.0,0.0,0.9999728637771791
MEDINDIE,1175.0,3825000.0,21.0,1.7872340425531916,76.0,6.468085106382978,35.0,2.9787234042553195,44.0,3.74468085106383,56.0,4.76595744680851,0.9909359891353554
MEDINDIE GARDENS,352.0,,7.0,1.9886363636363635,9.0,2.556818181818182,18.0,5.113636363636364,11.0,3.125,24.0,6.8181818181818175,0.9907105501033058
MELROSE PARK,2319.0,1128000.0,48.0,2.069857697283312,90.0,3.8809831824062093,3.0,0.129366106080207,29.0,1.250539025442001,79.0,3.4066407934454506,0.9967467873711755
MILE END,4536.0,1161000.0,155.0,3.4171075837742504,179.0,3.9462081128747792,56.0,1.2345679012345678,180.0,3.968253968253968,351.0,7.738095238095238,0.9895601501917639
MILLSWOOD,2173.0,2150000.0,37.0,1.7027151403589507,48.0,2.208927749654855,6.0,0.2761159687068569,61.0,2.807179015186378,73.0,3.359410952600092,0.997297926334767
MITCHAM,1832.0,1725000.0,19.0,1.037117903930131,75.0,4.093886462882096,8.0,0.43668122270742354,56.0,3.056768558951965,23.0,1.2554585152838427,0.9971053779485517
MITCHELL PARK,5754.0,991800.0,229.0,3.9798401112269723,410.0,7.125477928397636,46.0,0.7994438651372958,78.0,1.3555787278415017,79.0,1.372957942301008,0.9929026719288777
MOANA,3316.0,1101000.0,12.0,0.3618817852834741,16.0,0.48250904704463204,4.0,0.12062726176115801,35.0,1.0554885404101326,10.0,0.30156815440289503,0.9998416676246034
MODBURY,5593.0,894500.0,483.0,8.635794743429287,249.0,4.4519935633828,35.0,0.6257822277847309,140.0,2.5031289111389237,36.0,0.6436617200071518,0.9898531244308764
MODBURY HEIGHTS,6995.0,885050.0,318.0,4.546104360257327,171.0,2.4446032880629023,21.0,0.30021443888491783,130.0,1.858470335954253,47.0,0.6719085060757685,0.9969361348170167
MODBURY NORTH,5704.0,886000.0,274.0,4.803646563814866,210.0,3.681626928471248,24.0,0.42075736325385693,130.0,2.279102384291725,35.0,0.6136044880785414,0.9957622747944899
MONTACUTE,332.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.91566265060241,5.0,1.5060240963855422,0.9982399477427784
MORPHETT VALE,24002.0,793000.0,224.0,0.9332555620364968,198.0,0.8249312557286892,44.0,0.18331805682859761,190.0,0.7916006999416716,101.0,0.4207982668110991,0.9997611214119791
MORPHETTVILLE,3686.0,1076250.0,128.0,3.472599023331525,121.0,3.2826912642430814,9.0,0.24416711882799783,43.0,1.166576234400434,26.0,0.705371676614216,0.9975246927192065
MOUNT BARKER,18330.0,,185.0,1.0092744135297327,146.0,0.7965084560829241,20.0,0.10911074740861974,170.0,0.9274413529732678,36.0,0.19639934533551553,0.9997436314116329
MOUNT GEORGE,276.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNT OSMOND,464.0,2010000.0,4.0,0.8620689655172413,18.0,3.8793103448275863,0.0,0.0,6.0,1.293103448275862,0.0,0.0,0.9982535671819263
MOUNT TORRENS,768.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6510416666666667,3.0,0.390625,0.9999423556857638
MUNNO PARA,4719.0,695000.0,81.0,1.7164653528289893,15.0,0.3178639542275906,21.0,0.44500953591862685,32.0,0.67810976901886,8.0,0.169527442254715,0.9996266103299566
MUNNO PARA DOWNS,181.0,737500.0,0.0,0.0,12.0,6.629834254143646,19.0,10.497237569060774,21.0,11.602209944751381,12.0,6.629834254143646,0.9667287323341778
MUNNO PARA WEST,7577.0,703000.0,60.0,0.791870133298139,33.0,0.43552857331397654,22.0,0.2903523822093177,72.0,0.9502441599577669,16.0,0.21116536887950377,0.9998151397271415
MYLOR,1067.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.5932521087160263,4.0,0.37488284910965325,0.9997321010567516
MYRTLE BANK,3158.0,2150000.0,67.0,2.121595946801773,213.0,6.744775174160861,23.0,0.7283090563647878,64.0,2.026599113362888,40.0,1.266624445851805,0.9943764962953842
NAILSWORTH,2235.0,1409444.0,112.0,5.011185682326622,85.0,3.803131991051454,64.0,2.8635346756152127,83.0,3.713646532438479,47.0,2.102908277404922,0.9934010980486364
NAIRNE,5327.0,,9.0,0.16895062887178525,18.0,0.3379012577435705,8.0,0.1501783367749202,24.0,0.4505350103247607,8.0,0.1501783367749202,0.9999609189563818
NETHERBY,1510.0,2200000.0,21.0,1.390728476821192,117.0,7.748344370860927,12.0,0.7947019867549668,36.0,2.384105960264901,24.0,1.5894039735099337,0.9929187316345774
NETLEY,1910.0,1110000.0,72.0,3.769633507853403,95.0,4.973821989528796,22.0,1.1518324607329842,76.0,3.9790575916230364,115.0,6.020942408376963,0.9907639593212906
NEW PORT,647.0,825000.0,6.0,0.9273570324574961,25.0,3.863987635239567,14.0,2.1638330757341575,15.0,2.3183925811437405,10.0,1.545595054095827,0.9971763626677879
NEWTON,5117.0,1100000.0,267.0,5.217901113933945,365.0,7.133085792456518,24.0,0.4690248192300176,1063.0,20.77389095172953,136.0,2.6578073089700998,0.9483054125795644
NOARLUNGA DOWNS,4031.0,770000.0,39.0,0.967501860580501,33.0,0.8186554204911933,14.0,0.347308360208385,33.0,0.8186554204911933,15.0,0.37211610022326963,0.9997464453265658
NORTH ADELAIDE,6823.0,1674000.0,181.0,2.6527920269676093,340.0,4.983145244027554,71.0,1.0405979774292833,171.0,2.5062289315550346,105.0,1.5389125018320386,0.9958398678642294
NORTH BRIGHTON,2665.0,1570000.0,28.0,1.050656660412758,46.0,1.7260787992495312,5.0,0.18761726078799248,22.0,0.8255159474671669,18.0,0.6754221388367729,0.9994743900679013
NORTH HAVEN,5585.0,1090000.0,12.0,0.21486123545210387,35.0,0.6266786034019696,13.0,0.23276633840644584,161.0,2.88272157564906,75.0,1.342882721575649,0.9989393510722624
NORTH PLYMPTON,3610.0,1118000.0,180.0,4.986149584487535,197.0,5.457063711911357,19.0,0.5263157894736842,105.0,2.9085872576177287,132.0,3.656509695290859,0.9923251816668074
NORTHFIELD,5043.0,911000.0,714.0,14.158239143367043,170.0,3.3710093198492963,105.0,2.0820939916716243,50.0,0.9914733293674401,32.0,0.6345429307951617,0.9782459781040694
NORTHGATE,3184.0,1115500.0,219.0,6.878140703517587,353.0,11.086683417085426,127.0,3.988693467336683,73.0,2.2927135678391957,33.0,1.0364321608040201,0.980753622856746
NORTON SUMMIT,548.0,1500000.0,0.0,0.0,0.0,0.0,4.0,0.7299270072992701,30.0,5.474452554744526,0.0,0.0,0.9969497575789866
NORWOOD,6354.0,1725000.0,194.0,3.0531948378973874,446.0,7.019200503619767,55.0,0.8655964746616304,311.0,4.894554611268492,143.0,2.250550834120239,0.9911637924415225
NOVAR GARDENS,2508.0,1422000.0,33.0,1.3157894736842104,144.0,5.741626794258373,7.0,0.27910685805422647,47.0,1.8740031897926632,44.0,1.7543859649122806,0.9958634761108949
O'HALLORAN HILL,2722.0,875500.0,26.0,0.9551800146950772,26.0,0.9551800146950772,0.0,0.0,25.0,0.9184423218221895,15.0,0.5510653930933138,0.9997028052913075
O'SULLIVAN BEACH,1844.0,787500.0,6.0,0.32537960954446854,5.0,0.27114967462039047,0.0,0.0,14.0,0.7592190889370932,6.0,0.32537960954446854,0.9999138320448332
OAKBANK,865.0,1116685.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.1560693641618496,6.0,0.6936416184971098,0.9998182364930335
OAKDEN,3583.0,1006500.0,181.0,5.051632710019536,322.0,8.986882500697739,54.0,1.507116941110801,123.0,3.4328774769746024,49.0,1.367569076193134,0.9877790655457451
OAKLANDS PARK,3948.0,983000.0,128.0,3.242147922998987,261.0,6.6109422492401215,7.0,0.1773049645390071,46.0,1.165146909827761,22.0,0.5572441742654508,0.9944084393980921
OLD NOARLUNGA,1531.0,855500.0,10.0,0.6531678641410843,7.0,0.45721750489875895,5.0,0.32658393207054215,7.0,0.45721750489875895,0.0,0.0,0.9999048618982995
OLD REYNELLA,3458.0,810000.0,57.0,1.6483516483516485,39.0,1.1278195488721803,11.0,0.31810294968189706,32.0,0.9253903990746095,12.0,0.3470213996529786,0.9994932999179446
ONE TREE HILL,1043.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.314477468839885,0.0,0.0,0.9981385284170873
ONKAPARINGA HILLS,2610.0,1075000.0,11.0,0.42145593869731796,8.0,0.30651340996168586,0.0,0.0,26.0,0.996168582375479,14.0,0.5363984674329502,0.9998448349260874
OSBORNE,1951.0,794000.0,3.0,0.1537672988211174,8.0,0.4100461301896463,4.0,0.20502306509482315,26.0,1.3326499231163504,5.0,0.2562788313685289,0.9997924548674719
OTTOWAY,2783.0,751000.0,50.0,1.7966223499820337,138.0,4.958677685950414,506.0,18.181818181818183,65.0,2.335609054976644,41.0,1.4732303269852678,0.963397967408767
OVINGHAM,766.0,1375000.0,27.0,3.524804177545692,21.0,2.741514360313316,18.0,2.3498694516971277,13.0,1.6971279373368149,4.0,0.5221932114882507,0.997138503909632
PANORAMA,2388.0,1292500.0,38.0,1.5912897822445562,106.0,4.438860971524288,3.0,0.12562814070351758,64.0,2.680067001675042,78.0,3.2663316582914574,0.9959896846039241
PARA HILLS,6793.0,811000.0,268.0,3.9452377447372298,124.0,1.8254085087590168,72.0,1.0599146179891064,112.0,1.648756072427499,45.0,0.6624466362431916,0.9976822331783988
PARA HILLS WEST,3295.0,716250.0,184.0,5.584218512898331,51.0,1.5477996965098635,33.0,1.0015174506828528,54.0,1.6388467374810318,24.0,0.7283763277693476,0.9962201431791858
PARA VISTA,3023.0,890250.0,163.0,5.39199470724446,52.0,1.7201455507773733,16.0,0.5292755540853458,63.0,2.0840224942110486,27.0,0.8931524975190208,0.9962546488608834
PARADISE,7217.0,1050000.0,369.0,5.112927809339061,491.0,6.803380906193709,36.0,0.4988222253013717,982.0,13.606761812387418,150.0,2.0784259387557156,0.9737859332447334
PARAFIELD GARDENS,18467.0,845000.0,1350.0,7.3103373585314335,533.0,2.886229490442411,1220.0,6.606378946228407,246.0,1.332105918665728,119.0,0.6443927004927709,0.9892394656120798
PARALOWIE,17504.0,765000.0,434.0,2.479433272394881,336.0,1.9195612431444242,811.0,4.633226691042047,208.0,1.1882998171846435,144.0,0.8226691042047531,0.9966612064800441
PARK HOLME,3199.0,1096400.0,119.0,3.7199124726477026,261.0,8.158799624882777,15.0,0.4688965301656768,39.0,1.2191309784307596,42.0,1.312910284463895,0.9916166362163231
PARKSIDE,5126.0,1780000.0,85.0,1.6582130316035897,281.0,5.481857198595396,31.0,0.6047600468201327,191.0,3.7261022239563015,192.0,3.745610612563402,0.9938920399837479
PASADENA,3073.0,975000.0,98.0,3.189066059225513,175.0,5.694760820045558,24.0,0.780995769606248,63.0,2.050113895216401,161.0,5.239179954441914,0.9925137628901841
PAYNEHAM,2438.0,1440000.0,116.0,4.7579983593109105,159.0,6.521739130434782,21.0,0.8613617719442166,266.0,10.910582444626742,33.0,1.3535684987694832,0.9813213469263325
PAYNEHAM SOUTH,1731.0,1450000.0,75.0,4.332755632582322,156.0,9.01213171577123,11.0,0.635470826112074,229.0,13.229347198151359,32.0,1.848642403235124,0.9721171781370803
PENNINGTON,3773.0,920000.0,149.0,3.9491121123774184,140.0,3.710575139146568,496.0,13.146037635833554,67.0,1.7757752451630002,77.0,2.0408163265306123,0.9790499531137902
PETERHEAD,1201.0,831500.0,8.0,0.6661115736885929,0.0,0.0,4.0,0.33305578684429643,26.0,2.164862614487927,5.0,0.4163197335553705,0.9994585416954093
PICCADILLY,405.0,,0.0,0.0,6.0,1.4814814814814816,0.0,0.0,9.0,2.2222222222222223,4.0,0.9876543209876543,0.9991891479957323
PLYMPTON,5459.0,1247500.0,392.0,7.180802344751785,390.0,7.14416559809489,30.0,0.549551199853453,136.0,2.491298772668987,166.0,3.04084997252244,0.9881641630941252
PLYMPTON PARK,3881.0,1160000.0,197.0,5.076011337284205,265.0,6.828137078072662,20.0,0.515331100231899,67.0,1.7263591857768614,59.0,1.520226745684102,0.9922053681407336
POORAKA,7583.0,877500.0,391.0,5.156270605301332,230.0,3.0331003560596073,618.0,8.14980878280364,166.0,2.18910721350389,71.0,0.9363048925227482,0.9892124935234736
PORT ADELAIDE,1338.0,717500.0,8.0,0.5979073243647235,32.0,2.391629297458894,19.0,1.4200298953662183,28.0,2.092675635276532,9.0,0.672645739910314,0.9987074387625374
PORT NOARLUNGA,3245.0,861856.0,24.0,0.7395993836671803,28.0,0.8628659476117103,3.0,0.09244992295839753,28.0,0.8628659476117103,13.0,0.40061633281972264,0.9997794877030206
PORT NOARLUNGA SOUTH,3058.0,1058500.0,7.0,0.22890778286461738,15.0,0.49051667756703726,5.0,0.1635055591890124,35.0,1.144538914323087,8.0,0.2616088947024199,0.9998301852007899
PORT WILLUNGA,1785.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.7282913165266106,5.0,0.2801120448179272,0.999939112900062
PROSPECT,14584.0,1462500.0,702.0,4.813494240263302,650.0,4.4569391113549095,584.0,4.004388370817334,689.0,4.724355458036205,559.0,3.832967635765222,0.990391966534159
QUEENSTOWN,1943.0,920000.0,32.0,1.6469377251672672,39.0,2.007205352547607,16.0,0.8234688625836336,53.0,2.727740607308286,56.0,2.8821410190427175,0.9976833316160073
REDWOOD PARK,5367.0,855000.0,40.0,0.7452953232718464,61.0,1.1365753679895658,10.0,0.1863238308179616,130.0,2.422209800633501,13.0,0.2422209800633501,0.999219224342259
REGENCY PARK,60.0,784500.0,0.0,0.0,12.0,20.0,4.0,6.666666666666667,0.0,0.0,0.0,0.0,0.9555555555555555
REID,436.0,835000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENOWN PARK,1663.0,967000.0,88.0,5.2916416115454,144.0,8.659049909801563,138.0,8.298256163559833,63.0,3.788334335538184,71.0,4.2693926638604935,0.9795579137602425
REYNELLA,4836.0,837500.0,63.0,1.3027295285359801,36.0,0.7444168734491315,4.0,0.0827129859387924,57.0,1.1786600496277915,12.0,0.24813895781637718,0.9996291085400987
REYNELLA EAST,1990.0,857000.0,5.0,0.25125628140703515,10.0,0.5025125628140703,4.0,0.20100502512562815,16.0,0.8040201005025126,8.0,0.4020100502512563,0.9998835887982627
RICHMOND,3474.0,1085000.0,205.0,5.90097869890616,205.0,5.90097869890616,31.0,0.8923431203223949,123.0,3.540587219343696,213.0,6.13126079447323,0.98794325077581
RIDGEHAVEN,4304.0,912350.0,98.0,2.2769516728624537,67.0,1.5566914498141264,19.0,0.44144981412639406,105.0,2.4395910780669143,20.0,0.4646840148698885,0.9986029789009273
RIDLEYTON,1180.0,1196250.0,17.0,1.4406779661016949,79.0,6.694915254237288,56.0,4.745762711864407,40.0,3.389830508474576,41.0,3.4745762711864407,0.990701666187877
ROSE PARK,1375.0,2700000.0,28.0,2.0363636363636366,61.0,4.4363636363636365,16.0,1.1636363636363636,43.0,3.127272727272727,15.0,1.090909090909091,0.9963847933884298
ROSEWATER,3582.0,830500.0,117.0,3.2663316582914574,83.0,2.3171412618648803,189.0,5.276381909547738,64.0,1.786711334450028,58.0,1.619207146845338,0.9950307558638156
ROSSLYN PARK,1469.0,2050000.0,70.0,4.765146358066712,233.0,15.861130020422056,3.0,0.2042205582028591,115.0,7.8284547311095976,32.0,2.1783526208304966,0.9659646305007366
ROSTREVOR,8452.0,1305000.0,383.0,4.531471840984382,914.0,10.8140085186938,40.0,0.473260766682442,982.0,11.618551822053952,147.0,1.7392333175579744,0.9724283327984046
